3.5777516,12.592051
-6.9421263,2.4938982
1.9994991,19.318052
5.5271177,7.61744
-6.5235353,2.9104364
3.4931922,-0.41970804
3.4928515,-0.4186581
1.7862597,19.104792
5.5209618,7.955617
3.535976,12.040079
-7.295217,2.1429708
2.207394,19.525946
5.8682566,7.7152753
3.414745,11.892276
2.4852798,6.8936844
-7.550485,1.8882148
3.6969385,12.280039
-7.239992,2.1978178
-9.033794,-5.458593
2.26887,6.6778502
-9.033802,-5.458609
2.3480136,19.667267
5.744524,7.689242
2.431504,19.750584
5.8380637,7.506987
3.6906984,12.749785
-6.6475163,2.7869267
13.678041,9.523306
2.2201755,6.6298494
13.4414215,9.06421
13.724002,8.854112
13.1970215,8.648589
14.002812,9.772813
13.759815,9.583303
15.362254,-12.141391
5.1848164,-5.9153347
15.285875,-12.065014
5.413727,-6.144085
15.53976,-12.318882
21.367878,12.099032
13.318543,8.493158
21.339365,12.073198
5.3397737,-6.070296
